CO.GT, NO.GT, T, RH, AH
3.3,525.2,11,60.9,0.7966
3.1,405.8,11.3,60.1,0.8022
2.7,359.7,12.2,56.9,0.8068
3.4,448.3,11.9,59.1,0.8211
5,733.1,10.3,66.3,0.8286
5.7,847.3,8.2,74.9,0.8187
5.8,764.9,7.9,77.1,0.8223
5.8,715.3,8.3,75,0.8253
5,715.6,8.2,75.2,0.8185
1.7,234.8,8.3,69.7,0.7632
1.6,198.4,6.7,74.4,0.7344
2.3,292.9,6.4,74.9,0.7238
2.4,356.2,4.9,80.1,0.7011
2,284.8,4.8,79.4,0.6872
1.6,0,3.3,82.6,0.645
0,265.8,2.4,86.6,0.6369
1.1,157.9,3.4,81.4,0.6425
1,94.5,4.2,77,0.6439
1.3,148.4,3.5,80.8,0.6406
1.9,336.5,3.5,80.3,0.6366
2.6,452.8,4,78.5,0.645
2.7,496.7,4.5,76.6,0.6534
2.4,448.1,5.6,72.3,0.6627
2.7,495.5,7.5,64.4,0.672
3.1,534.6,8.9,60.8,0.6921
4.4,643.7,10.6,55.3,0.7058
3.2,458.8,12.3,46.3,0.6597
2.9,408.7,12.2,47,0.6686
3,514.8,10.5,55.1,0.6993
3.7,640.1,8.7,66.3,0.7491
5.2,816.4,7.9,69.9,0.7487
3.3,504.7,7.6,65.3,0.6842
3.6,560.3,6.5,67.6,0.6608
2.3,388.8,5.9,66.4,0.6226
3,491.6,5.2,70,0.6232
3.8,530.5,5.2,67.8,0.6028
3.2,487.4,4.9,67.1,0.5863
2.1,292.7,5.1,65.5,0.5811
1.7,0,4,69.5,0.5706
1.7,218.8,3.7,68.9,0.5549
1.4,198.1,4.5,62.7,0.5343
1.2,165.9,4.7,62.3,0.5368
1.4,254.9,3.9,67.1,0.5483
1.4,311.8,5.7,54.5,0.5034
1.7,235.9,6.1,50.3,0.4769
1,171.5,9,39.5,0.4554
1,138.2,10.7,34.4,0.4406
0.8,121,11.1,33.4,0.4401
1,143.3,11.9,30.8,0.4285
0.8,114.4,11.4,32,0.431
0.7,106.7,11.3,32.5,0.4334
1.1,175.7,11,33,0.4331
1.1,180.3,10.3,35,0.4377
1.2,212,8.4,40.9,0.4542
2,330.7,8.3,38.5,0.4228
2.2,368.7,8.1,37.9,0.41
1.5,273.7,7.7,39,0.4106
1.2,198.5,7,41.5,0.4193
1.5,248.2,6.6,42.6,0.4179
1.4,197.2,6.4,44.2,0.428
1.2,147.2,6,46,0.4349
1,135.4,4.4,53.1,0.4484
0.6,0,4,54.3,0.4454
0.7,94.5,3.7,55.8,0.4489
0.5,94.1,2.6,58.6,0.4385
0.7,120.6,3.2,56,0.4364
1,130.6,3.6,55.4,0.4419
3,552.2,1.8,63.3,0.4464
4.1,614.1,2.4,60.2,0.4426
3.1,530.1,4.6,52.1,0.4472
3.8,720.7,8.2,40.5,0.4414
2.7,473.9,10.5,34.7,0.4393
3.1,514.3,11.1,33.3,0.4384
3.1,504.1,11.1,32.6,0.4292
3.2,507.6,12.4,28.3,0.4076
3.3,528.6,12.9,24.5,0.363
4,676.4,11.4,28.7,0.3865
8.6,1216,9.2,39.3,0.4573
8.7,1229.6,7.8,48.1,0.5115
3.6,581.9,7.2,50.6,0.517
3,460.1,6,53.3,0.5008
1.9,339.9,5.3,55,0.4921
1.9,298.2,4.2,58.1,0.4832
1.6,300.4,3.4,60.9,0.4809
1.4,223.2,3,60.2,0.4639
1,151.3,3.2,58.8,0.4578
0.7,0,3.3,57.7,0.4516
0,108.2,4.5,53.8,0.4572
0.8,124.5,3.1,59.7,0.4604
0.9,181.4,4.2,57.1,0.4743
1.5,340.7,3.4,58.5,0.4608
3.1,552,3.9,57.3,0.4661
5.1,838.6,4.3,56.8,0.4768
5.8,1048.8,5.6,52.9,0.4841
3.8,796,5.5,54.9,0.4985
4.4,999.4,5.1,64.3,0.5697
4.9,1021.6,5.5,66.1,0.601
5.2,1023.2,5.5,69.3,0.6331
4.6,1064.9,5,75.5,0.6667
4.8,1097.8,5.2,76.2,0.6796
4.9,1099.4,5.3,77.4,0.6954
4.9,939.3,5,79.6,0.7022
5.5,875.3,5.1,83,0.7352
4.2,745.2,6.4,82.9,0.8022
1.5,338.5,10.3,74,0.9237
0.1,135.1,11.3,71.8,0.9577
0.2,167.4,9.8,81.9,0.9923
0.9,231.9,9.5,83.8,0.9972
1,272.9,9.9,81,0.9885
0.4,165.3,9.9,79.8,0.9725
0,0,6.9,76.4,0.7661
0,74.6,4.8,75.7,0.659
0,53.3,4.7,78.9,0.682
0,71.6,5,75,0.6627
0.1,130.3,5.6,69.5,0.6362
0.7,265.4,7,64.9,0.6512
1.2,314.4,7.1,65.4,0.6644
0.2,193.5,6.4,67.4,0.6537
0,180.4,5.3,75.9,0.6824
0,180.8,6.3,73,0.7024
0.3,193.1,8.6,63.3,0.7073
0.6,262.8,10,55,0.6753
0.2,176.2,9.4,53.6,0.6333
0.2,168.3,9.2,55,0.6402
0.7,169.5,8.7,55.1,0.6228
1.8,234.1,8.9,54.4,0.62
2.2,255.8,8.6,53.6,0.5992
2.3,257.3,9,50.4,0.5809
2.6,316.6,9.2,49.8,0.5808
1.1,134.5,8.8,52.1,0.5918
1.2,159.4,8.8,50.9,0.5781
1.8,186.2,8.7,51.1,0.5755
1.1,102,8.6,51.5,0.5772
0.9,74.9,8.5,51.9,0.5766
0.7,0,8.1,53.1,0.5742
0.6,41,7.8,54.2,0.5755
0.6,50,7.1,56,0.569
0.9,189.1,7,57.6,0.5784
1,181.9,7.5,55.3,0.5734
3.4,636.4,7,56.3,0.566
4.2,703.9,7.6,53.5,0.5605
4.4,853.9,8.3,50.5,0.5558
2.9,651.6,12.4,37.1,0.5329
2.6,528.8,13.9,32.3,0.5117
2.6,438.2,14.4,28.9,0.4723
3,438.2,14.8,25.4,0.4259
2.3,378,15.1,20.8,0.3536
3,481.8,15.4,23.5,0.4076
4.5,709.2,13.7,28.1,0.4381
6,795.9,11.5,37.5,0.5068
4.3,605,10.4,42.3,0.5337
3.4,472.1,9.9,44,0.5381
2.8,410.6,8.7,48.3,0.5458
2.1,264.3,8.1,49.9,0.5417
1.7,217.4,7.3,52.8,0.5419
1.8,210.7,8,52.2,0.5623
1.6,179.2,6.8,56.4,0.5609
1.4,134.5,6.7,57.4,0.5654
1.3,0,5.9,62.1,0.5806
0,221.2,5.4,65.9,0.5947
1.3,284.3,5.5,66.5,0.6054
1.6,357,5.9,65.8,0.6178
2.4,468.9,6.4,63.9,0.6192
4.5,765.6,7.2,62.2,0.6351
5.7,874.6,7.9,60,0.6406
4.3,800.3,8.3,58.5,0.6403
4.2,814.7,9.3,54.5,0.6415
4.5,840.6,10.2,53.1,0.6608
5,827.1,11.1,51.4,0.679
2.9,402.1,12.8,46.9,0.6919
3,414.9,13.1,48,0.7181
3.3,434.9,13.5,51.5,0.793
1.4,569.9,13.4,51.2,0.7808
2.3,529.6,12.1,55.3,0.7777
1.6,616.8,12,56.5,0.7924
4.9,983.3,10.4,64.4,0.8123
6.4,1199.5,9.4,69.1,0.815
3.5,1028.4,8.9,71,0.8115
1.7,797.1,8.1,73.8,0.7968
2.6,976.7,7.3,76.8,0.7904
1.6,810.6,7.3,76.7,0.7862
1.5,756.6,7.1,77.3,0.7826
0.9,0,6.7,78.7,0.7779
0.5,388,7,77.8,0.7848
0.9,497.1,5.7,80.5,0.7416
0.4,581.8,5.2,81.4,0.7276
0.5,574,5.6,80.4,0.7349
0.8,587.6,6.3,78.8,0.7544
1.4,645.1,6.9,76.9,0.7682
1.6,643.2,9.2,67.7,0.79
1.5,627.9,11.6,59.8,0.8152
1,546.9,14,52,0.8288
1,461.4,15,50.2,0.8495
1.3,455.2,14.9,49.9,0.8394
0.1,243.5,15.8,33.8,0.6034
0,202,15.4,29.3,0.5068
0,256.2,14.4,25.7,0.4193
0.1,309.6,13.4,27.2,0.4157
0.4,390.7,12.2,28.7,0.4077
0.7,443.6,11.3,25.7,0.3422
2.7,794.1,9.7,31.9,0.3848
2.1,715.8,8.4,36.5,0.4035
1.3,564.7,8.2,36.8,0.4016
0.8,450.9,8,36,0.3872
0,313.1,7,39.9,0.4006
0,241.4,5.7,44.3,0.4093
0,0,4.7,46.6,0.4025
0,224,4.2,50.8,0.4234
0,82.4,4.6,45.1,0.3861
0,88.6,2.7,53.3,0.4006
0,92.5,3.1,51,0.3947
0,134.4,2.5,54.1,0.4017
0,188.9,3.1,53.5,0.4123
0,291.9,5,47.5,0.418
0,325.6,5.8,43.4,0.4032
0,396.8,7.1,42.8,0.4327
0,371,7.9,41.6,0.4459
0,304.7,8.1,41.2,0.448
0,328.3,8.3,41.3,0.4533
0,281.2,8.9,49.1,0.5629
0,167.8,7.1,66,0.6678
0,183,5.7,75.1,0.6942
0,216.5,5.4,77.6,0.7031
0,245.3,5.4,78.2,0.7074
0,154.3,7.3,68.1,0.6979
0,140.6,5.8,74.4,0.6924
0,209.5,6.2,72.3,0.6887
0,139.9,5.9,72.7,0.6791
0,190.8,5,76.5,0.6728
0.1,248.4,4,80.4,0.663
0,0,5.8,59,0.5493
0,49.9,5.8,59.5,0.5519
0.3,42.6,6.6,51.3,0.5026
0.5,86.4,7,47.2,0.4745
0.6,151.8,6.6,47.9,0.4686
1.8,340.7,7.2,49.8,0.5061
2,355.1,6.9,52.8,0.5293
1.4,327,8.7,46.7,0.5249
0.6,239.9,10,40.6,0.4971
0.5,216.5,11.8,35.4,0.4877
0.7,190.7,10.7,37.2,0.4788
0.7,0,10.9,34.9,0.456
1.1,255.6,10.7,33.1,0.4256
1.3,287.1,10.6,34.2,0.4375
1,278.4,8.9,38.1,0.4341
1.5,302,7.8,39.7,0.4206
1.5,258.9,7.3,42.2,0.4341
1.2,220.8,6.9,42.5,0.4257
0.3,141.5,6.6,43.2,0.4247
0,93.3,6.4,41.7,0.4034
0,70.6,6.1,42.6,0.4041
0,65.5,5.9,41.8,0.3928
0,48.6,5.7,41.5,0.3836
0,29.1,5.5,42.4,0.3867
0,0,4.5,52,0.4436
0,19.4,4.3,51.6,0.4323
0,20.2,3.7,56.3,0.453
0,38.7,3.3,58.1,0.4559
0,77.2,3.9,47.3,0.3862
0.2,180.4,4.3,45.9,0.3843
0.7,243.3,4.2,50.1,0.4168
0.5,235.7,3.4,62.7,0.4943
0.4,297.1,5,51.4,0.4534
0.3,234.5,5.7,44.1,0.4063
0.3,185.7,5.2,44.5,0.3968
0.4,196.2,4.7,48.6,0.4194
0.2,167.3,4.5,51,0.4327
0.4,210.5,5.1,50.1,0.4432
0.4,194.2,5,50.4,0.443
0.7,206.3,4.3,56.4,0.4721
1,211.2,4.3,56.7,0.476
1.1,197.3,4.3,57,0.4771
0.3,138.6,3.5,60.3,0.4782
0.1,113.2,4.1,52.5,0.4351
0,80.9,3.9,50.6,0.4127
0,63.3,3.9,47.7,0.3901
0,55.4,4,47.8,0.3939
0,31.1,3.9,50.9,0.4144
0,0,3,57.7,0.4423
0,20.2,3.3,52.8,0.4137
0,17.3,2.7,53.9,0.4062
0,42.1,2.8,54.4,0.411
0,89.5,3.6,49,0.3915
0.3,227.3,3.3,50.2,0.3934
0.6,249.7,3.5,47.5,0.3778
0.3,218.6,4.3,49.4,0.4136
0.1,210.8,4.5,48.4,0.4131
0.1,188.9,4.3,50,0.4199
0.2,180.4,4.3,49.7,0.4166
0.5,197,4.9,45.3,0.3955
0.3,197.6,5.6,42.4,0.3884
0.3,202.7,5.7,43.1,0.3984
0.3,187.9,4.8,49.7,0.4305
1,293.5,5.1,43,0.3821
1.4,301.7,5.3,44.4,0.397
1.4,260.8,4.9,47.9,0.418
1.1,232.4,4.7,50.8,0.4398
0.4,153.8,4.6,54.8,0.4704
0.2,120.1,4,56.8,0.4688
0.2,116.8,4.2,46.8,0.39
0.2,108.3,4.5,42,0.3571
0.2,96.7,4.1,42.1,0.3487
0,0,4.5,39.7,0.3379
0,28.4,4.4,42.2,0.3571
0.4,27,4.1,45.9,0.3804
0.5,80.7,4.3,42.5,0.3556
0.7,129.4,4.6,38.1,0.3267
1.9,336.4,4.6,39.4,0.3367
2.4,334.6,4.8,41.9,0.3634
2,317.8,5.9,40.2,0.376
1.3,201.2,7,38.4,0.3861
1,166.2,6.6,40.2,0.3944
1.2,192.1,6.6,41.2,0.4046
1.5,198.4,7.3,36.8,0.3779
1.3,198,7.3,35,0.3584
1.5,222.5,7,33.5,0.3367
1.5,224,6.5,32.4,0.3155
2.1,265.8,5.7,33.9,0.3131
2.6,325.6,5,36.1,0.3178
3,342.8,4.7,38.3,0.3306
2,243.3,4.5,39.9,0.339
1.4,176.7,4.3,41.1,0.3451
1.3,154.9,4,43.1,0.3551
1.2,143.1,3.7,46,0.3701
1.1,124.3,3.3,47.4,0.3716
0.9,93.8,3,49.1,0.3774
0.8,0,3.5,48,0.3822
0.6,56.3,3.6,48,0.3835
0.5,58.1,4,47.8,0.3919
0.6,104.9,4.1,48.1,0.3975
0.7,121.8,4.1,47.4,0.3926
1.6,274.4,4.2,48.7,0.4073
2.2,341.9,4.1,49.8,0.4117
1.8,295.9,4.3,48.4,0.4043
1.5,278.5,4.6,49.7,0.4271
1.8,324.7,4.5,49.6,0.421
1.4,221.7,4.4,48.4,0.4087
2.1,279.1,4.7,47.2,0.4075
1.6,248.3,4.2,49.5,0.4118
1.3,192.9,3.4,50.7,0.3991
1.9,256.2,-200,-200,-200
2.4,287.5,-200,-200,-200
3,300.1,-200,-200,-200
1.9,223.5,-200,-200,-200
1.8,219.1,-200,-200,-200
1.1,144.7,-200,-200,-200
1.1,114.7,-200,-200,-200
1.1,136.1,-200,-200,-200
1,106.9,-200,-200,-200
0.7,70.3,1.9,49.7,0.3528
0.6,0,1.6,52.9,0.3692
0.5,36.6,1.4,53.8,0.3687
0.5,33.4,1,54.7,0.3657
0.4,43.2,1.4,52.3,0.3591
0.5,73.2,1.6,51,0.3561
0.8,125.2,1.4,53.1,0.3642
1.1,153.7,1.7,54.1,0.3785
1.1,139.8,2.5,51,0.3778
1.1,150.1,2.9,48.7,0.3706
1.1,139.3,3.6,45.8,0.3674
1.1,134.5,3.1,48.1,0.3722
1.2,152,3.4,46.6,0.3668
1,120.9,3.7,45.8,0.3697
1.2,121.7,4.4,43.7,0.3688
1.3,166.7,4,44.9,0.3689
1.4,165.1,3.3,46.8,0.3671
1.3,189.5,3.1,48.1,0.3707
1.4,175.6,2.8,49,0.37
1.5,195.8,3.1,47.4,0.3661
1,102.6,2.9,49,0.3725
1,91.2,2.8,49.1,0.3726
1.1,119,2.9,49.7,0.3782
1.3,146.8,3.8,46.5,0.3762
1,101.2,3.2,46.9,0.3658
1.1,0,3.1,45.2,0.3504
0,102.3,3.1,44.8,0.3473
0.6,55.1,3.1,44.4,0.342
0.5,50.5,3,43.4,0.3337
0.4,53.4,2.8,43.8,0.3308
0.5,73.6,2.7,43.2,0.3259
0.7,113,3.3,42.3,0.3299
0.8,107.1,4.6,39,0.333
0.8,101.3,5.6,37.5,0.3426
1,128.8,7.2,34.2,0.3488
0.9,125.9,6.9,35.6,0.3561
0.9,131.6,8.2,30.1,0.3281
0.9,100.6,7.6,27.9,0.2927
1,128.1,7.9,25.9,0.2774
1,169.9,7.8,28.3,0.3017
1.1,174.1,6.3,28.8,0.2772
1.2,214.7,5.4,30.1,0.2726
1.6,248.1,5,31.1,0.273
1.7,247.3,4.6,33.8,0.2898
1.1,154.3,4.3,36.6,0.3064
1.3,185.9,4,39,0.3203
1.7,230.6,2.9,42.8,0.3276
1.5,174,3.4,38.9,0.3076
0.8,68.4,4,36.4,0.2982
0.5,0,4,36.4,0.2989
0.4,39.3,3.7,37.7,0.3024
0.4,38.7,3.4,38.9,0.3075
0.4,54.4,3.7,37.5,0.3012
0.7,158,3.7,35.2,0.2833
1.8,350.4,3.7,33.9,0.2732
0,0,4.4,38.8,0.328
3.5,584.4,6.6,34.4,0.3359
2.8,478.1,10,22.4,0.2753
3.1,563.3,11.9,18.6,0.2581
2.5,413.8,12.5,17.2,0.2477
2.7,397.6,13.2,17.3,0.2606
2.9,450.5,13.5,18.7,0.2872
3.2,503.3,14.1,18.2,0.2908
4.1,639.8,13,20.3,0.303
6.1,842.9,10.4,24.7,0.3116
6.8,953.9,8.6,29.8,0.3344
6.8,983.9,7.3,36.8,0.3771
3.7,585.8,6.3,39.4,0.3795
2.1,359.7,5.4,43.5,0.3922
1.4,230.7,5.1,45.6,0.4056
1.3,199.7,4.2,49.4,0.412
1.1,152.9,4.1,50.1,0.415
1,134.7,4.1,51.5,0.4263
0.9,0,3.7,57.5,0.4621
0.8,195.8,2.5,64.8,0.4807
0.9,207.8,1.8,68.9,0.4878
1.1,241.1,2,64.9,0.4661
1.6,417.3,2.2,65.3,0.473
3.7,896,3.1,64,0.4938
4.8,966.1,3.7,61.7,0.4967
4.1,878.3,4.4,58.8,0.4979
4.5,985.4,5.8,54.1,0.502
4.5,1016.7,7.3,50.8,0.5226
3.7,682.8,9.5,47.2,0.5589
4.2,659.6,11.8,44.4,0.6118
3.3,492.4,12.7,45.5,0.6648
3.2,497.1,13.5,44.8,0.6898
3.6,562.2,12.3,48.9,0.6967
3.5,539.4,10.8,40.3,0.5201
4.1,502.1,9.4,36.7,0.4324
4,451.6,8.3,39.5,0.4318
3.3,357,7.8,41.3,0.4389
3,288.7,7.3,43.8,0.4505
2.6,221,6.7,47.6,0.4688
2.6,204.2,6.6,51.2,0.5007
2.6,183,6.4,52.6,0.5074
2.9,222.2,5.3,57.8,0.5177
2.9,0,3.4,66.7,0.5281
2.5,210.4,3.3,66.8,0.5215
2,185.3,3.7,62.9,0.5059
2.2,257,2.6,67.5,0.5034
2.4,297.3,3.5,60.9,0.4857
4,573,2.7,63.4,0.4787
6.7,883.2,2.8,64.2,0.4859
5.6,823.5,5.8,53.1,0.4942
4.3,692.6,9.7,40.1,0.4832
4,713.7,12.7,30,0.4398
2.6,387.8,13.7,20.7,0.3221
2.2,337.3,13.7,19.9,0.3114
1.9,326,14.1,18.1,0.2884
1.8,328.5,14.5,18,0.2956
3.1,464.8,13.2,20.4,0.3074
4.8,612.1,10.5,25.1,0.3194
5.8,759,8.9,31.4,0.3597
5.9,770.6,8.2,36.2,0.3953
4.1,654.6,6.7,39.6,0.3906
1.8,332.3,5.8,42,0.3904
1.7,286.9,4.9,45.9,0.3999
1.7,241.6,4.5,47.9,0.4079
1.5,242.2,3.9,51.6,0.4226
1.1,191.8,3.4,54.7,0.4323
0.9,0,3.3,56.1,0.4379
0,133.5,2,60.8,0.4337
0.3,142.1,1.2,63.7,0.4327
0.4,194.3,2.1,60.3,0.4368
0.6,215.6,1.3,63.1,0.4322
3,728.3,1.3,64.8,0.441
5.6,974.6,2.1,62.2,0.4491
4.9,947.3,5.1,50.8,0.4499
3.5,790,8.5,39.7,0.4425
2.2,551.1,11.5,33,0.4476
2.7,565.3,12.2,34.3,0.4864
2.7,531.6,13.5,35,0.5396
2.1,458.5,14.9,34.9,0.5869
2,406.8,15.7,34.5,0.6111
2.4,433.8,14.7,37.2,0.618
6.7,980,12.2,44.8,0.6342
6.4,965.9,10.3,52.4,0.6578
3.9,646.3,9.3,55.5,0.6503
2.7,470.5,8.3,57.6,0.6304
3,527.7,6.3,65.1,0.6237
2.1,378.1,6.5,63.1,0.6132
1.2,234.9,6,62.7,0.589
1.2,216.8,5.1,65.4,0.5797
0.7,141,4.7,64.6,0.5568
0.9,0,2.9,72.2,0.5523
0.8,157.6,5,63.5,0.5575
0.4,87.4,3.9,65.5,0.5367
0.7,193.7,1.8,74.5,0.5271
1.4,401.4,1.8,73.7,0.5198
4,886.7,2.3,70.9,0.5182
3.9,654.3,4.4,61.1,0.5176
3.1,566.3,7.7,49.8,0.5267
3.2,648.6,12.1,36.9,0.5212
1.5,308.6,15,28.5,0.4821
1.2,228.5,14.5,28.3,0.4665
1.9,311.6,12.9,31.8,0.4707
1.5,276.3,12.1,32.3,0.4548
1.4,235.7,11.3,33.5,0.4476
1.9,311.8,11.4,32.6,0.4373
2.2,345.1,9.1,37.8,0.4372
3,386,8.1,41,0.4458
2.6,355.9,7.7,41.9,0.4409
2.8,467.4,7.1,43.9,0.4433
1.6,287.4,6.3,45.8,0.4408
1.3,238.8,6,46.1,0.4351
1.6,266,5.5,49,0.4471
1.5,260.8,4.9,52,0.4548
1.3,223.3,4.1,54.7,0.4536
1.6,0,2.1,64.2,0.4633
2,271.9,1.5,66.2,0.4571
1.3,226.2,1,67.7,0.4523
0.9,249.7,0.8,69.9,0.4591
1.4,401.6,1.3,67.2,0.4598
3.1,708,2,63.6,0.4564
4.1,758.9,4.1,52.7,0.4345
1.3,301.7,7.5,39.2,0.4091
0.9,210.3,9,34.5,0.398
1,180.3,9.2,34.5,0.4025
1,164.7,9.3,33.8,0.3981
1.1,179.5,9.3,33.1,0.3874
0.8,146.8,9.7,30.8,0.3716
1,176.5,9.6,31.1,0.3718
0.9,156.8,8.6,32.8,0.3669
0.9,195.1,7.2,35,0.3567
1.6,262.9,6.4,36.8,0.3566
1.4,239.3,6,40.2,0.3773
1.4,267.4,5.5,42.6,0.3874
1.1,214.4,4.9,43.7,0.3809
1.2,236.3,4.2,43.2,0.3605
1.8,251.2,4,39.2,0.3228
1.4,255.4,3.7,40.1,0.323
1.4,235.3,3.1,47.1,0.3638
0.9,0,2.6,48.8,0.3658
0,129.4,0.8,53.8,0.3542
0.8,95.3,1.2,51.9,0.3515
0.7,95,1,52.2,0.3489
0.7,99.7,0.6,53.3,0.3467
0.6,109.9,0.8,52.8,0.3468
0.8,149,0.3,53.7,0.3424
1.3,197.2,4.1,42.9,0.3551
2,350.6,8,33.3,0.3591
1.7,249.4,10.7,25.2,0.3242
1.2,187.5,11.1,23.5,0.3105
1,127.4,10.6,26,0.332
0.8,96.1,10.3,27.7,0.3481
1,138.3,10.2,28.3,0.3516
1.4,216.8,9.2,29.9,0.3479
1.1,186.3,6.9,36.4,0.3635
1.6,226.5,6,38,0.3584
1.8,252.4,5.8,36.4,0.3385
1.4,192.9,5.8,35.4,0.3286
1.1,157.8,5.4,36.6,0.3304
1,149.8,5.1,37.9,0.3358
1.1,130.3,4.8,38,0.33
1,104.3,4.5,38.1,0.3249
0.8,85.6,4.3,38.1,0.3207
0.6,0,3.9,39.9,0.325
0.6,66.6,3.8,41,0.3327
0.6,75.1,3.3,44.6,0.3499
0.6,96.9,3.6,44.5,0.3574
0.8,176.7,3.4,47,0.3713
2.3,432.7,2.9,49.5,0.3775
2.8,471,5.6,40.5,0.3704
2.1,345.5,7.5,33.8,0.352
1.7,261.5,10.8,25.2,0.3251
1.4,221,12.9,20.6,0.3045
1.6,265,12.2,21.4,0.3033
1.4,219.4,12,21.9,0.3069
1.3,234.9,12.2,24,0.3392
1.4,227.4,12,24.3,0.3393
1.7,284.8,10.5,27.8,0.3525
1.9,290.6,8.7,33.9,0.3832
2.3,294.9,7.8,37.6,0.4004
2,242.6,7.2,39.4,0.4032
1.6,209.4,7.1,39.6,0.4019
1,147.2,7.1,39.6,0.4001
0.9,116.7,7.2,39.3,0.4004
0.9,105,6.9,39.6,0.3966
0.9,84.4,7,39.8,0.4006
0.5,51.2,7.1,40.5,0.409
0.4,0,6.9,40.9,0.4091
0.5,54,6,42.9,0.404
0.6,74.3,6.4,42.7,0.4126
0.6,114.2,6.1,43.6,0.4129
1,228.3,5.9,45.1,0.4211
2.1,455.2,6,46.4,0.4367
2.9,492.9,6.6,43.7,0.4273
2.2,409.9,8.7,36.3,0.4074
1.6,276.7,10.5,33.4,0.4246
1.8,340.1,11.4,27.8,0.3748
1.5,237.5,12.7,27.4,0.4011
2.2,323.4,13.3,23.3,0.354
1.6,285.8,13.9,20.7,0.3271
1.5,270.6,13.6,20,0.3093
1.8,275.9,-200,-200,-200
1.8,295.4,-200,-200,-200
2.3,339.5,-200,-200,-200
1.9,275.2,-200,-200,-200
1.9,292.8,-200,-200,-200
1.1,157.3,-200,-200,-200
0.9,133.1,-200,-200,-200
0.8,119.5,-200,-200,-200
0.9,121.5,-200,-200,-200
0.7,79.9,-200,-200,-200
0.8,0,-200,-200,-200
0,87.9,-200,-200,-200
0.7,109.2,-200,-200,-200
0.6,119.6,-200,-200,-200
1,233,-200,-200,-200
1.7,393.6,-200,-200,-200
2.7,424.4,-200,-200,-200
3.3,446,-200,-200,-200
2.1,265.7,-200,-200,-200
2,260.7,-200,-200,-200
2,219.9,-200,-200,-200
2.3,241.3,-200,-200,-200
2,207.7,-200,-200,-200
2.1,214.9,-200,-200,-200
2.3,257.4,-200,-200,-200
3.1,354.7,-200,-200,-200
3.9,414.8,-200,-200,-200
3.8,349.4,-200,-200,-200
2.9,254.3,-200,-200,-200
2.2,228.2,-200,-200,-200
1.9,155.8,-200,-200,-200
2,161.1,-200,-200,-200
1.8,122.9,-200,-200,-200
1.6,107.8,-200,-200,-200
1.5,0,-200,-200,-200
1.4,94.9,-200,-200,-200
1.5,102.2,-200,-200,-200
1.7,178.1,-200,-200,-200
1.9,214.1,-200,-200,-200
3.3,491.7,-200,-200,-200
3.8,539.5,-200,-200,-200
4.3,603.8,-200,-200,-200
3.7,645.8,-200,-200,-200
2.7,418.3,-200,-200,-200
2.2,249.6,-200,-200,-200
2.4,226.2,-200,-200,-200
2.2,271.3,-200,-200,-200
2.3,288.1,-200,-200,-200
2.6,299.2,-200,-200,-200
4.2,533.5,-200,-200,-200
6.2,686.7,-200,-200,-200
8.4,1028.1,-200,-200,-200
4.5,604.5,-200,-200,-200
2.7,344.8,-200,-200,-200
2.4,254.8,-200,-200,-200
2.3,210.7,-200,-200,-200
2.2,190,-200,-200,-200
2,149.4,-200,-200,-200
1.6,0,-200,-200,-200
1.6,106.9,-200,-200,-200
1.5,97.7,-200,-200,-200
1.7,183.2,-200,-200,-200
1.8,223.5,-200,-200,-200
3.8,589,-200,-200,-200
5.9,699.5,-200,-200,-200
5.4,746.8,-200,-200,-200
4.7,746.1,-200,-200,-200
4.3,701.5,-200,-200,-200
5.4,722.5,-200,-200,-200
5.8,871.6,-200,-200,-200
6.1,1053.7,-200,-200,-200
7.1,1218,-200,-200,-200
6.6,1226.7,-200,-200,-200
6.5,1060.5,-200,-200,-200
7.1,1074.8,-200,-200,-200
4.9,641.3,-200,-200,-200
4,490.2,8.5,50.9,0.5664
4,549.9,8.3,53.3,0.5843
3.6,421.7,7.1,58.1,0.5885
4.2,540.8,5.8,64.3,0.5964
4.3,599,5.3,66.8,0.5979
3.6,490.3,5,66.6,0.5871
2.5,0,5,66.3,0.5811
0,223.3,5.1,65.9,0.5827
1.4,214,4.1,69,0.5735
1.4,274,4.6,67.6,0.5778
1.6,337.7,5.2,65.5,0.5836
2.3,496.2,6,62.8,0.5929
2.4,432.6,7.1,59.3,0.6005
2.7,496,7.8,58,0.6136
3.4,614.9,9,54.7,0.6271
3.1,551.2,10,53.1,0.6495
3.6,575.4,10.8,52,0.6738
3.8,574.5,11,51.4,0.6746
3.3,573.7,11,51.4,0.6725
3.4,581.5,10.9,52,0.6796
3.7,658.1,11.1,52,0.6869
4.6,850.5,11,53.6,0.7033
5,902.9,11,55.1,0.7221
5.7,951.6,11.4,55.4,0.7471
5.2,893.5,11.1,56.9,0.7506
5,838.5,10.2,60,0.7461
4.5,743,10.1,59.9,0.7379
4.1,670.6,9.9,63.2,0.7706
4.1,688.6,9.4,73.4,0.8662
3.1,478,9.4,77.7,0.9203
2.7,0,9.6,78.7,0.9429
2.8,345,8.9,81.3,0.9277
2.9,372.9,8.5,82.9,0.9243
2.6,323.5,8.3,84,0.9234
2.6,340.8,8.1,85,0.9221
2.8,424.3,8.7,83.7,0.9423
3.3,522,9.5,82.4,0.976
3.2,491.8,11,78.2,1.022
3.3,491.8,14.1,67.9,1.0859
1.5,204.1,16.3,56.6,1.0422
